0,-14.061681782932286,-52.153597047287924
1,-8.709946875130502,-35.52330883064353
2,-12.762363739826327,-39.42955717469658
3,-22.904357333602682,-43.17509512406944
4,-9.187329041961275,-63.19209086649901
5,-8.168060123242553,-70.35768373750123
6,-10.15260087903096,-48.33257234362162
7,-2.5085430466673553,-44.303019926805405
8,-16.087674136958363,-47.98481361857943
9,-30.02933889702238,-51.21207766403137
10,-5.055889969866429,-42.76615847343458
11,-27.68775442656832,-48.48827427364544
12,-9.649288288649073,-35.724452726470126
13,-3.0535376647238763,-60.02618247071386
14,-15.79076666296478,-47.8844391881036
15,-27.450674474897465,-48.40169285789716
16,-25.412249943937887,-49.25629269317329
17,-15.588913837119897,-56.0987026492805
18,-1.4455611856428048,-48.461924558399375
19,-20.314995822898222,-40.30466594728476